ソート番号,クーポン名,クーポン名カナ,業種,クーポンの割引金額,クーポン名表示用,ブロックNO,郵便番号,店舗住所,電話番号,店舗説明,店舗URL,インスタグラムのアカウント,店舗画像,経度,緯度
105,和作寿司,ワサクズシ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川2-12-2,054-627-5500,,https://kojiwanda.wixsite.com/mysite,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/105.jpg,138.307422,34.861079
106,有限会社イリタ清水商店,イリタシミズショウテン,小売業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠4-13-7焼津さかなセンター内7番,054-627-7935,,https://irita-shimizu-shop.com,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/106.jpg,138.303584,34.88041
107,ロックブックワークス,ロックブックワークス,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4-13-7　さかなセンター内,090-7913-9757,,,,,138.3037287,34.881146
108,有限会社東名焼津酒販,トウメイヤイヅシュハン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4丁目13番地の7,054-629-6938,,https://www.sakana-center.com/shop/5473/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/108.jpg,138.3037287,34.881146
109,ふとんのこはり,フトンノコハリ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川3-8-5,054-628-8110,,http://www.futon-kohari.com,,,138.3086,34.855319
110,長峰製茶　焼津さかなセンター店,ナガミネセイチャヤイヅサカナセンターテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4-13-7焼津さかなセンター内,054-629-3321,9:00〜16:30 (月曜〜日曜日)  定休日：水曜日,https://www.sakana-center.com/shop/2484/,,,138.3033513,34.8802962
111,一般社団法人　焼津市観光協会,ヤイズシカンコウキョウカイ,その他,500,"1,000円以上会計で500円引き",1,425-0027,静岡県焼津市栄町一丁目2-24,054-626-6266,,http://www.yaizu.gr.jp/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/111.jpg,138.3187988,34.8715703
112,イヅミヤ,イヅミヤ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0027,静岡県焼津市栄町1-2-12,054-626-2500,,,https://www.instagram.com/yaizu_izumiya/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/112.jpg,138.3186982,34.871506
115,酒季の蔵,シュキノクラ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0026,静岡県焼津市焼津3-10-8,054-627-2527,18:00〜翌3:00 定休日：日曜日　※祝日前の日曜は営業　状況により早く閉まる日もあります,https://nbdx000.gorp.jp/,https://www.instagram.com/yaizu.shukinokura/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/115.jpg,138.3092441,34.8634318
116,株式会社海鮮組,カイセングミ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4丁目13番地の7,054-621-5188,,https://kaisengumi.jp/index.html,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/116.jpg,138.3037099,34.8811442
118,堅魚屋,カタウオヤ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0064,静岡県焼津市三和1384番地の1,054-624-5158,,https://www.katauoya.com/,https://www.instagram.com/katauoya_shinmarusyo/,,138.3029673,34.8311386
119,株式会社藤仲屋食品,フジナカヤショクヒン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4-13-7,054-629-3681,,https://fujinakaya.shop-pro.jp/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/119.jpg,138.303584,34.88041
120,株式会社井鍋ふとん店,マルマタ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0028,静岡県焼津市駅北2丁目9番6号,054-628-2577,営業時間9時〜18時,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/120.jpg,138.3153995,34.8728607
121,株式会社　丸又,カブシキガイシャ　マルマタ,小売業,500,"1,000円以上会計で500円引き",1,425-0035,静岡県焼津市東小川1-4-3,054-628-7578,,https://www.marumata.jp/,https://www.instagram.com/marumatajp/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/121.jpg,138.3161467,34.8600528
122,たかた,タカタ,飲食業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠4丁目13番地の7,054-629-0223,（昼）11：00〜14：00 （夜）17：30〜21：00 （定休日）月曜日,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/122.jpg,138.3043554,34.8807603
123,株式会社カネトモ,カネトモ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4丁目13番7号,054-628-7007,,https://www.kanetomo.com/center/center.html,,,138.3033268,34.88039
124,泰栄堂,タイエイドウ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0022,静岡県焼津市本町2-16-43,054-628-5008,営業時間　9時から17時　　　日曜祝日休み,http://www.taieido.jp/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/124.jpg,138.32265,34.867467
125,さかな大食堂渚（焼津さかなセンター内）,サカナダイショクドウナギサ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4-13-7,054-628-1137,,https://www.sakana-center.com/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/125.jpg,138.3036255,34.8795818
126,やまそう　又平商店,ヤマソウ　マタヒラショウテン,小売業,500,"1,000円以上会計で500円引き",1,425-0028,静岡県焼津市駅北3-9-5,054-628-6598,9:00〜18:30 定休日：日曜日・第三月曜日,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/126.jpg,138.3152318,34.8733956
127,さんすい1号店,サンスイイチゴウテン,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4-13-7焼津さかなセンター内,054-629-3375,,https://www.sansui-yaizu.co.jp/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/127.jpg,138.3031377,34.879843
128,さんすい2号店,サンスイニゴウテン,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4-13-7焼津さかなセンター内,054-625-8873,,https://www.sansui-yaizu.co.jp/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/128.jpg,138.3025879,34.8800271
129,岩清,イワセイ,小売業,500,"1,000円以上会計で500円引き",1,425-0022,静岡県焼津市本町5丁目14-9,054-629-2025,営業時間 10:00-17:00 月曜定休,https://www.iwasei.com/,https://www.instagram.com/iwaseiyaizu/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/129.jpg,138.322634,34.861771
130,IHATOV,イーハトーウ゛,その他,1000,"2,000円以上会計で1,000円引き",1,425-0035,静岡県焼津市東小川7丁目19-10SUNコバヤシ'90 101,054-626-3759,,https://18102.jp,https://www.instagram.com/18102.jp/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/130.jpg,138.308722,34.8522278
131,有限会社ヤマシン村田商店,ヤマシンムラタショウテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4丁目13番地の7,054-626-2038,,,,,138.3003814,34.879791
133,大盛屋,オオモリヤ,飲食業,500,"1,000円以上会計で500円引き",1,425-0027,静岡県焼津市栄町6-3-6,054-628-3274,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/133.jpg,138.317373,34.869206
134,株式会社カネト平田商店,ヒラタショウテン,小売業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠4-13-7,054-628-7437,,https://www.sakana-center.com/shop/2504/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/134.jpg,138.303567,34.880302
135,吉恵水産株式会社,ヨシケイスイサンカブシキガイシャ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0022,静岡県焼津市本町4-10-4,054-629-0088,,https://www.sakana-center.com/shop/2509/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/135.jpg,138.303567,34.8803021
136,コーヒー乃川島焼津店,コーヒーノカワシマヤイヅテン,小売業,500,"1,000円以上会計で500円引き",1,425-0022,静岡県焼津市本町3-7-7,054-627-7553,,https://www.kawashimacoffee.co.jp/about/shopinfo.php,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/136.jpg,138.32192,34.864965
137,ひのまる酒場,ヒノマルサカバ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0035,静岡県焼津市東小川2-17-13,054-626-1039,,https://hinomarusakaba.com/,https://www.instagram.com/hinomarusakaba/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/137.jpg,138.312974,34.8590311
139,インテリアハラトモ,インテリアハラトモ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0022,静岡県焼津市本町5-6-10,054-627-9110,,https://www.haratomo1927.com/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/139.jpg,138.3211955,34.8631506
140,焼津四川飯店&ガーデンズ,ヤイズシセンハンテンアンドガーデンズ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川3-6-1,054-626-4000,,https://www.sn-hotels.com/nag,https://www.instagram.com/nhr.gardens/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/140.jpg,138.3097945,34.8570526
141,まぐろ一本,マグロイッポン,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4丁目13番地の7,054-629-5133,,,https://www.instagram.com/maguroippon/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/141.jpg,138.3031563,34.8797304
142,五金,ゴキン,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0074,静岡県焼津市柳新屋996-4,054-627-5856,,https://gokin.jp/,https://www.instagram.com/gokin.jp/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/142.jpg,138.2918208,34.860062
143,マルショウ焼津さかなセンター店,マルショウヤイヅサカナセンターテン,小売業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠4-13-7焼津さかなセンター内,054-629-2746,,http://www.yaizu.com,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/143.jpg,138.303584,34.88041
144,甲羅組　本店,コウラグミホンテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4-13-7,054-621-5525,,https://denshoku-corp.jp/business/realstore/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/144.jpg,138.3034667,34.8799809
145,焼津餃子,ヤイズギョウザ,小売業,500,"1,000円以上会計で500円引き",1,425-0026,静岡県焼津市焼津1-6-3,054-270-6329,,,https://www.instagram.com/yaizu.gyouza/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/145.jpg,138.3152509,34.8664589
146,かぜんぐ,カゼング,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0026,静岡県焼津市焼津1-6-3,054-270-6294,,,https://www.instagram.com/kazengu.yaizu/,,138.3154499,34.8664003
147,焼津港丸入商店,ヤイヅコウマルイリショウテン,飲食業,1000,"2,000円以上会計で1,000円引き",1,421-0205,静岡県焼津市宗高1474-3,054-631-4031,ランチも物販も両方クーポン使用可能です,https://yaizumaruiri.jp/,https://www.instagram.com/yaizukou_maruiri/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/147.jpg,138.2787301,34.8083262
148,いちまるマルシェ,イチマルマルシエ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0012,静岡県焼津市浜当目1-3-23,054-628-4115,QRコード送付時はMD事業部原田明と記載願います。,https://www.bras-de-chef.jp/marche/,https://www.instagram.com/ichimaru.rina/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/148.jpg,138.326445,34.878477
149,勝男屋　焼津さかなセンター本店,カツオヤ　ヤイヅサカナセンターホンテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0091,静岡県焼津市八楠4丁目13-7焼津さかなセンター内,054-629-1177,,https://www.katsuoya.net,https://www.instagram.com/katsuoya_official/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/149.jpg,138.3031452,34.8800706
150,かしはる田尻本店,カシハルタジリホンテン,小売業,500,"1,000円以上会計で500円引き",1,425-0052,静岡県焼津市田尻231-2,054-624-4481,,https://kashiharu.com/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/150.jpg,138.3179764,34.8314324
151,かしはる焼津店,カシハルヤイヅテン,小売業,500,"1,000円以上会計で500円引き",1,425-0026,静岡県焼津市焼津4-11-4,054-628-5567,,https://kashiharu.com/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/151.jpg,138.3134606,34.861751
152,かしはる大井川店,カシハルオオイガワテン,小売業,500,"1,000円以上会計で500円引き",1,421-0206,静岡県焼津市上新田477-6,054-622-8765,,https://kashiharu.com/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/152.jpg,138.277007,34.817951
153,かしはる西焼津総本店,カシハルニシヤイヅソウホンテン,小売業,500,"1,000円以上会計で500円引き",1,425-0073,静岡県焼津市小柳津515-3,054-628-1100,,https://kashiharu.com/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/153.jpg,138.288489,34.853875
154,雷心,ライシン,飲食業,500,"1,000円以上会計で500円引き",1,425-0071,静岡県焼津市三ｹ名1461-1,054-626-6781,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/154.jpg,138.3035834,34.8641873
155,およんな広場,オヨンナヒロバ,小売業,500,"1,000円以上会計で500円引き",1,425-0073,静岡県焼津市小柳津508-2,054-659-0839,営業日はインスタでご確認ください,,https://www.instagram.com/oyonnahiroba/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/155.jpg,138.2880075,34.8536141
156,株式会社 ｶﾗｰｽﾞ･ｵｰﾄｷﾞｬﾗﾘｰ,カラーズオートギャラリー,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0035,静岡県焼津市東小川4丁目13番地の3,054-626-6881,,http://colors2006.xyz/about/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/156.jpg,138.3170858,34.8527909
158,ホテルアンビア松風閣　料亭美咲,ホテルアンビアショウフウカク　リョウテイミサキ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0012,静岡県焼津市浜当目1541,054-628-3131,,,https://www.instagram.com/syofukaku/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/158.jpg,138.3372802,34.8846817
159,ホテルアンビア松風閣　売店,ホテルアンビアショウフウカク　バイテン,小売業,500,"1,000円以上会計で500円引き",1,425-0012,静岡県焼津市浜当目1541,054-628-3131,,,https://www.instagram.com/syofukaku/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/159.jpg,138.3372802,34.8846817
160,ホテルアンビア松風閣,ホテルアンビアショウフウカク,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0012,静岡県焼津市浜当目1541,054-628-3131,,https://www.syofukaku.com/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/160.jpg,138.3372802,34.8846817
161,スイーツカフェ豆治,スイーツカフェマメジ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0073,静岡県焼津市小柳津515-3,054-628-1100,,,https://www.instagram.com/mameji.kashiharu.2023/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/161.jpg,138.2884539,34.8539302
162,Cafe&Restaurant  Fun Fun,カフェアンドレストランファンファン,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0037,静岡県焼津市南小川2丁目20-17,054-623-7055,,,https://www.instagram.com/funfun_yaizu/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/162.jpg,138.3163265,34.8486868
163,ハゲ天,ハゲテン,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0026,静岡県焼津市焼津6-4-5,054-627-2662,営業時間　17時半〜23時 　　　　　オーダーストップ22時半 定休日　　木曜日,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/163.jpg,138.3193682,34.8639595
164,有限会社サスイゲタフード,サスイゲタフード,小売業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠4-13-7焼津さかなセンター内,054-629-8080,,https://www.sasuigetafood.com,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/164.jpg,138.302785,34.880005
165,学生服リユースshopさくらや　焼津店,ガクセイフクリユースショップサクラヤ　ヤイヅテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0027,静岡県焼津市栄町3丁目3-35,070-8533-1536,,https://www.seifuku-sakuraya.com/blog/yaizu/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/165.jpg,138.320215,34.86998
